,Comment,Climate
819,"Altså, der er også andre indtægtskilder end fisk. Fiskene har det med for tiden at flytte sig lidt rundt på grund af klimaforandringerne, men der er også andre indtægtskilder, og der er ingen tvivl om, at turismen vil komme til at vokse i Grønland. Der er heller ingen tvivl om, at der er et grundlag for at få en større erhvervsudvikling end den, der p.t. er i Grønland. Vi kan for eksempel bare tage havnen i Nuuk, som man har udvidet rigtig meget i de seneste år, og se, hvor stor en betydning det har haft i forhold til ekstra aktivitet og mange flere mennesker i arbejde. Så selvfølgelig er der muligheder. Som jeg ser det, kan det grønlandske folk ikke i dag klare en selvstændighed, men vi skal jo ikke lukke døren for dem og sige, at det aldrig kan komme til at ske. ",1
820,"Det er jo helt fair, at vi kan se forskelligt på de her ting. At fremhæve en person, som siger, at der ikke er tale om besatte områder, at der ikke er tale om det ene og det andet, alt det, som er baggrunden for, at vi diskuterer det her i dag, giver mindelser om klimadebatten, hvor man finder en forsker, der siger, at klimaforandringer ikke er menneskeskabte, mens det så godt kan være, at 99,9 procent af forskerne siger, at det er det. Det er bare et dårligt udgangspunkt for en diskussion. Men mit konkrete spørgsmål til ordføreren er: Hvem er den erhvervsmæssige, økonomiske udvikling, der foregår i bosættelserne, til gavn for? ",1
821,"Tak, og tak til ordføreren for en fin ordførertale. Jeg er jo glad for, at herre Jens Joel både vil redde verden og skabe arbejdspladser i Danmark på en gang. Det kan jo næsten ikke blive meget smukkere end det. Herre Jens Joel nævner også en ambition om at hæve VE-målet. Jeg kunne godt tænke mig, at ordføreren kunne konkretisere det en lillebitte smule. Det er mere, så vi kan få svar på, hvad Socialdemokratiets mål er for udbygningen af vedvarende energi. ",0
822,"Ja, det kan man godt sige. Den dagsorden, der har været kørt for klima- og energipolitikken, har vi aldrig været en del af og heller aldrig, tror jeg, været rigtig enige i. Der er slet ingen tvivl om, at vedvarende energi er en god ting. Altså, jeg tror ikke, der er nogen af os, der ønsker at forurene mere end højst nødvendigt. Men jeg må også sige, at vi i Dansk Folkeparti har en helt klar holdning til, at så længe det er så dyrt for danskerne at blive ved med at være i den såkaldte førerposition, som alle herinde åbenbart har en ambition om at vi er i, så synes vi, vi skal stoppe op. Der er andre, der kan komme i den førerposition. ",0
823,"Jeg vil egentlig gerne rose ordføreren for at lægge så meget vægt på energibesparelser. Det er jeg fuldstændig enig i, den billigste energi er virkelig den, vi ikke bruger, så det er en rigtig god idé også at arbejde med nogle konkrete mål for det, også i den kommende energiaftale. Men jeg kunne godt tænke mig at spørge ordføreren, hvordan ordføreren tænker at vi er nået til den situation, som vi er i i dag, hvor vedvarende energi er konkurrencedygtig. Mener ordføreren ikke, at det kan have haft en indflydelse, at vi politisk har prioriteret investeringer i netop den teknologiform, så den i dag virkelig kan konkurrere med kullet, og at det netop viser værdien af at have nogle politiske prioriteringer og nogle politiske ambitioner og visioner? ",1
824,"Jo, og det er alle sammen fine og flotte ord, men der er heller ingen tvivl om, at når vi politisk vælger at give tilskud til en bestemt type vedvarende energi, fravælger vi også nogle andre, og det må ordføreren give mig ret i. Vi diskuterer for eksempel ofte elbiler kontra brintbiler. Jeg skal ikke gøre mig klog på, hvem der får mest tilskud, men vi har også haft solenergi kontra vindenergi, og hvorvidt det giver god mening eller ej, skal jeg heller ikke gøre mig klog på. Men jeg vil bare sige, at i samme øjeblik, vi giver tilskud til en form for teknologi, fravælger vi måske også nogle andre, og det synes jeg måske godt en gang imellem kan være en lille smule ærgerligt, for hvis man gerne vil udvikle og forske og lave noget nyt, burde der måske være lige vilkår for alle. ",1
825,"Det er også i orden. Men lad os prøve at kigge frem til 2050. Jeg skal bare prøve at forstå, hvad Venstre tænker omkring det her begreb lavemissionssamfund, som i hvert fald i min verden er en lille smule fluffy. Er det så et landbrug, der ikke længere udleder drivhusgasser? For jeg synes for eksempel, at det er rigtig bekymrende, at udledningen fra landbruget har været stort set den samme i rigtig mange år. Er det fra transporten også stort set nul? Hvad betyder det ord i virkeligheden? Hvad er det for et mål, der ligger i, at man siger, at i 2050 skal vi være et lavemissionssamfund? ",1
826,"Jeg mener i den her sammenhæng, at ordføreren bør anerkende, at vi jo faktisk er et foregangsland, og at det er vores nabolande, det er EU, det er USA, det er Kina, der for alvor skal flytte noget i den her sammenhæng. Derfor håber jeg også på, at det gør indtryk på ordføreren, når repræsentanter fra Energikommissionen jo netop påpeger, at nogle af de her øgede, konkrete målsætninger om udbygning af vedvarende energi i Danmark faktisk kan være farlige i forhold til den reelle indsats, vi skal gøre, og det forbillede, vi nu skal være for omverdenen, altså netop de store spillere – amerikanerne, kineserne og vores nabolande i EU. ",0
827,"Jeg tror, jeg hørte ordføreren nævne bæredygtighedsmål nummer syv om bæredygtig energi, som specifikt nævner investeringer i sol, vind, termisk energi og energibesparelser, så det er jo netop en måde at leve op til det her mål på. Men jeg vil egentlig gerne høre noget. Frem mod 2030 er transport jo den helt store opgave i forhold til at få klimabelastningen nederst Tænker Liberal Alliance også på sigt, at det at reducere afgiften på fossilt drevne biler og sætte den op på eldrevne biler er sådan et fremtidsperspektiv frem mod 2030 for at løse den opgave? ",1
828,"Når jeg snakker teknologineutralitet, så snakker jeg jo teknologineutralitet på CO 2 -fri energi. I forhold til det med registreringsafgiften kan jeg jo ikke stå her på Folketingets talerstol og skifte politik for Liberal Alliance, når vi snakker registreringsafgift. Liberal Alliance vil afskaffe registreringsafgiften på alle biler, og i forhold til CO 2 -udledningen og så videre kan man jo sige, at det er teknologien, der skal drive det, og, som jeg også sagde i min tale, et marked, hvor der ikke er skævvridninger af afgiftsniveauerne. Det skal sammen med teknologien drive udviklingen frem imod et lavemissionssamfund i 2050, hvilket jo så også gælder transport. ",0
829,"Ja, ordføreren har lidt ret i forhold mit opfølgende spørgsmål. For jeg mener selvfølgelig ikke, at CO 2 -kvotesystemet fungerer i dag, prisen er alt for lav. Den er faktisk som minimum syv til ti gange for lav, og jeg har også set en analyse, der viser, at selv med de stramninger, man har forhandlet om i EU, og selv hvis man var allermest ambitiøs, så ville prisen stadig ikke blive høj nok i 2040 eller den slags. Så kan ordføreren anerkende, at kvotesystemet for øjeblikket og altså i mange år frem i tiden faktisk virker modsat? Det virker som en undskyldning for ikke at lave nationale indsatser i alle verdens lande og stopper dermed faktisk omstillingen til vedvarende energi? ",1
830,"Regeringen har jo spillet meget, meget ambitiøst ud. Det gjorde vi allerede i regeringsgrundlaget for VLAK-regeringen med en ambition om, at mindst 50 procent af det samlede energibehov i 2030 skal være baseret på vedvarende energi. Kan teknologiudviklingen og priserne på vedvarende energi betyde, at vi kommer endnu højere op, jamen så er vi da parat til det. Men vi har sat os et mål, som vi synes er ganske ambitiøst. Og jeg håber på, at Socialdemokratiet også vil være med i en kommende energiaftale og være med til at sikre, at vi i hvert fald når det mål. ",1
831,"Ja, det er rigtigt. Man skal bruge mere energi, og der vil være en større udledning, hvis man skal transportere en ladning grus på båd 100 km i stedet for 20 km, men der er vi til gengæld ude i noget, som er forholdsvis marginalt. Det er simpelt hen, fordi transport på sø er meget, meget effektivt, også klimamæssigt, og derfor vil omkostningerne være langt, langt mindre, end hvis transporten skal foregå på vej. Derfor håber jeg da også, at noget af det, ministeren og ministeriet og styrelsen vil kigge på, er, om jeg så må sige, andre maritime veje at gå. Det gælder al transport på sø, at det faktisk ikke kan sammenlignes med det at transportere på land. ",1
832,"Tak, formand, og også tak til spørgeren for dette spørgsmål. Jeg vil undlade at gentage det, jeg indledte det første spørgsmål med, og så blot svare, at det i Miljø- og Fødevareministeriet er et fuldt fokusområde at forvalte skatteborgernes penge bedst muligt. Derfor er Miljøstyrelsen i øjeblikket i gang med at lave et markedstjek, blandt andet med et bredt udsnit af danske værfter. Markedstjekket skal vise, om det fortsat er mest hensigtsmæssigt at ombygge de to katamaraner til formålet, eller om det er bedre at sælge dem og i stedet udnytte den udvikling, der har været i skibsbygning, og bygge nye fartøjer i lette kulfibermaterialer. Det afgørende i den sammenhæng er, at nye lette kulfiberfartøjer har et markant lavere brændstofforbrug, som set over tid gør dem mindre omkostningsfulde. ",0
833,"Der er den her usikkerhed blandt nogle, som siger: Vi er forpligtet til at sikre det højest mulige afkast, også selv om det ligger i et skattely, også selv om det er inden for kul og olie, selv om vi egentlig gerne vil fremme en grøn omstilling. Altså, hvis der stadig væk er den forvirring, fordi der har været forskellige meldinger, kunne det så ikke være en god idé, at ministeren for eksempel sendte et hyrdebrev til de pågældende pensionskasser og redegjorde klokkeklart for, at man selvfølgelig kan have andre samfundshensyn og vælge et måske minimalt lavere afkast – det behøver det jo ikke engang at være – for at sikre de andre samfundshensyn, altså ligesom at få det gjort klart en gang for alle, sådan som beskæftigelsesministeren faktisk gjorde i forhold til ATP-loven? ",0
834,"Nu lægger ordføreren vægt på, at vi skal gå efter det billigst mulige, og den tilgang kan man jo godt have. Man må sige, at med den proces, vi har haft, med drøftelser af de her teknologineutrale udbud og det indspil, der er kommet fra blandt andet vindmølleindustrien, så synes jeg, det er lidt mærkeligt, at de tre regeringspartier har holdt fast i det diktat, der åbenbart har været på forhånd, om, hvor man skulle lande, og at man ikke kunne lytte til vindmølleindustrien og kunne se, at man kunne have valgt en anden økonomisk model, som kunne have sikret dobbelt så meget vedvarende energi-udbygning som i den aftale, der nu ligger. Synes ordføreren ikke, at det er lidt skævt? ",0
835,"Jeg havde egentlig ikke tænkt mig at stille spørgsmål, men da ordføreren vælger at være så polemisk i sit indlæg, som ordføreren er, synes jeg sådan set, at det er på sin rette plads at stille spørgsmål. Når ordføreren siger, at Liberal Alliance vil have mest mulig energi for pengene, hvorfor støtter Liberal Alliance så ikke Finansministeriets beregninger på, at vindenergi, hvis man laver et klogt udbud i stedet for den model, regeringen jo har valgt, faktisk kan føre til flere megawatt-timer, altså mere vedvarende energi, for færre penge? Hvordan kan det være, at Liberal Alliance er så interesseret i bare at lade pengene fosse ud af statskassen og få mindre for pengene? ",1
836,"Tak. Anerkender skatteministeren de anbefalinger og beregninger, der er kommet fra blandt andet Klimarådet, om de samfundsøkonomiske gevinster ved at skifte fra diesel til gas? Det er det ene spørgsmål. Det andet spørgsmål er: Anerkender ministeren – og det er ikke nogen anklage, for vi har alle sammen været med til at beslutte det – at billedet bliver skævvredet ud fra, om man måler i forhold til udledningen af CO 2  eller antal kørte kilometer? For så får man et forskelligt billede. ",1
